MISMATCH,Channel,Date,Start Time,Program Name - protrack,Nola Episode - protrack,Program Name - pbs,Nola Episode - pbs,Episode Name - pbs,Description - pbs
,9.1,2025-03-24,11:30:00,Alma's Way,#207,Alma's Way,#207,Justice Sonia and Judge Alma; Justice Sonia and Umpire Alma,"Six-year old Alma, a Puerto Rican girl who lives with her family in the Bronx, learns to think for herself, making mistakes and finding solutions along the way."
,9.1,2025-03-24,12:00:00,Molly of Denali,#402,Molly of Denali,#402,Steam Bath Ch'oondaii; In the Dark of Day,"The daily adventures of 10-year-old Alaska native Molly Mabray, her family, her dog Suki and her friends Tooey and Trini."
,9.1,2025-03-24,12:30:00,Xavier Riddle and the Secret Museum,#223,Xavier Riddle and the Secret Museum,,I Am Jackie Robinson,"Xavier Riddle, his sister, Yadina, and their friend, Brad, meet heroes from the past -- from Eleanor Roosevelt to Leonardo da Vinci."
,9.1,2025-03-24,13:00:00,Sit and Be Fit,#1010,Sit and Be Fit,#1010,Eye-Head Coordination,Mary Ann Wilson leads safe workouts set to fun music.
,9.1,2025-03-24,13:30:00,Classical Stretch: By Essentrics,#1208,Classical Stretch: By Essentrics,#1208,Long Adductor,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-24,14:00:00,Father Brown,#194,Father Brown,#194,The Children of Kalon,Based on the novels of G.K. Chesterton.
,9.1,2025-03-24,15:00:00,Midsomer Murders,#203,Midsomer Murders,#203,Strangler's Wood: Part 1,"Based on the crime-novel series by author Caroline Graham, ""Midsomer Murders"" follows the efforts of Detective Chief Inspector John Barnaby to solve crimes that occur in the wealthy, isolated English county of Midsomer, a picturesque and peaceful place on the outside but one filled with amoral and snobbish eccentrics with all kinds of vices. His latest assistant is Detective Sergeant Jamie Winter. DCI Barnaby took over in series 14, replacing his older cousin, Chief Inspector Tom Barnaby, who retired."
YES,9.1,2025-03-24,15:46:00,,,Midsomer Murders,#204,Strangler's Wood: Part 2,"Based on the crime-novel series by author Caroline Graham, ""Midsomer Murders"" follows the efforts of Detective Chief Inspector John Barnaby to solve crimes that occur in the wealthy, isolated English county of Midsomer, a picturesque and peaceful place on the outside but one filled with amoral and snobbish eccentrics with all kinds of vices. His latest assistant is Detective Sergeant Jamie Winter. DCI Barnaby took over in series 14, replacing his older cousin, Chief Inspector Tom Barnaby, who retired."
YES,9.1,2025-03-24,15:46:19,Midsomer Murders,#204,,,,
,9.1,2025-03-24,17:00:00,Bbc News America,#1051,BBC News America,,,"Live news program produced out of BBC's Washington, D.C. bureau; host Sumi Somaskanda."
,9.1,2025-03-24,17:30:00,Bbc News The Context,#1051,BBC News The Context,,,"A regular panel of guests from across the political spectrum discuss the biggest international stories of the day, along with news-making interviews and analysis from BBC correspondents around the globe."
YES,9.1,2025-03-24,18:00:00,The Pbs News Hour,#14691,PBS News Hour,,,Co-anchors Amna Nawaz and Geoff Bennett and correspondents offer in-depth analysis of current events.
,9.1,2025-03-24,19:00:00,Antiques Roadshow,#2910,Antiques Roadshow,,Denver Botanic Gardens: Chatfield Farms Hour 1,"Collectors discover that they can turn trash into treasure, thanks to the appraisal skills of the show's specialists in antiques and fine art."
,9.1,2025-03-24,20:00:00,Antiques Roadshow,#1909,Antiques Roadshow,#1909,Bismarck Hour 3,"Collectors discover that they can turn trash into treasure, thanks to the appraisal skills of the show's specialists in antiques and fine art."
,9.1,2025-03-24,21:00:00,Independent Lens,#2614,Independent Lens,,Home Court,"As the title suggests, a series of documentaries resembles an independent film festival in its diversity of subject matter, from hula dancing to crossword mania as captured by a roster of edgy and creative filmmakers."
,9.1,2025-03-24,22:30:00,Playing Like A Girl: The House That Rob Built,#0,Playing Like a Girl: The House That Rob Built,,,"Basketball coach Robin Selvig builds a ""house"" of inclusion and empowerment at the University of Montana by recruiting female athletes from ranches, farms and Native reservations."
,9.1,2025-03-24,23:30:00,Amanpour and Company,#7191,Amanpour and Company,,,Christiane Amanpour leads discussions about world issues and interviews with global leaders.
,9.1,2025-03-25,00:30:00,Antiques Roadshow,#1909,Antiques Roadshow,#1909,Bismarck Hour 3,"Collectors discover that they can turn trash into treasure, thanks to the appraisal skills of the show's specialists in antiques and fine art."
,9.1,2025-03-25,01:30:00,In Julia's Kitchen with Master Chefs,#120,In Julia's Kitchen With Master Chefs,#120,Michael Lomonaco,"Cooking icon Julia Child invites 26 nationally recognized chefs into her kitchen, where she prepares dishes with the pros and breaks down their techniques and recipes for the home cook. Top names in the culinary world, such as Rick Bayless, Jasper White and Charlie Trotter, share their tips for dishes like chile-glazed country ribs, pan-roasted lobster and warm peach soup."
,9.1,2025-03-25,02:00:00,Lucy Worsley Investigates,#204,Lucy Worsley Investigates,#204,Bloody Mary,Lucy Worsley reinvestigates and reveals new evidence about some of British history's biggest unsolved mysteries.
,9.1,2025-03-25,03:00:00,Wolf Hall: The Mirror and the Light On Masterpiece,#5514,Wolf Hall: The Mirror and the Light on Masterpiece,,Wreckage,"Starring Damian Lewis, Mark Rylance and Claire Foy, this series is a six-part adaptation of Hilary Mantel's novels ""Wolf Hall"" and ""Bring Up the Bodies."" The historical drama follows the story of Thomas Cromwell through his rise in social hierarchy. From his humble beginnings as a blacksmith's son, Cromwell becomes King Henry VIII's chief minister. The episodes chronicle his life as he deals with the power struggles of the Tudor Court and a king who has difficulty producing a male heir."
YES,9.1,2025-03-25,04:00:00,Marie Antoinette,#201,Marie-Antoinette,,The Worst Winter,"An exploration of who Marie Antoinette was, what she thought and what she felt; barely 14 years old when she left Austria to marry the Dauphin in France, she tries to comply with numerous and complicated French rules."
,9.1,2025-03-25,05:00:00,Happy Yoga with Sarah Starr,#301,Happy Yoga With Sarah Starr,#301,Desert Bloom,"Yoga can be challenging, especially for beginners who may be apprehensive about trying something that they think is too daunting. Wanting to help those who are new to the exercise, fitness instructor Sarah Starr created an easier routine. Happy Yoga, as she calls it, is a modified program using chairs that allows people of any age or physical condition to be able to benefit from yoga. ""Happy Yoga"" features Starr performing the chair exercises outside, utilizing serene backdrops that showcase Mother Nature's beauty."
,9.1,2025-03-25,05:30:00,Classical Stretch: By Essentrics,#1209,Classical Stretch: By Essentrics,#1209,Back Pain Relief,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-25,06:00:00,Cyberchase,#1003,Cyberchase,#1003,A Seedy Business,"After being warped into Cyberspace from a library computer, Matt leads friends Jackie and Inez as Cybersquad. With live hosts Bianca and Harry, the team must protect Motherboard from the evil Hacker who wants to rule Cyberspace. Using gadgets and following clues, the team solves math mysteries and any other problem that comes their way."
,9.1,2025-03-25,06:30:00,Wild Kratts,#401,Wild Kratts,#401,Liturgusa Krattorum,"This show follows the adventures of animated versions of brothers Chris and Martin Kratt, hosts of such educational shows as ""Kratts' Creatures"" and ""Zoboomafoo."" In the show, the animated Kratts encounter wild animals during stories of adventure and mystery. The live-action Kratt brothers introduce each episode."
,9.1,2025-03-25,07:00:00,Lyla in the Loop,#116,Lyla in the Loop,#116,Finding a New Friend; Lyla Bugs Out,Seven-year-old Lyla and her close-knit family address everyday problems together in the big city.
,9.1,2025-03-25,07:30:00,Carl The Collector,#101,Carl the Collector,#101,The Autograph Collection; the Rope Collection,"The everyday adventures of Carl, an autistic raccoon, who loves collecting things."
,9.1,2025-03-25,08:00:00,Daniel Tiger's Neighborhood,#204,Daniel Tiger's Neighborhood,#204,Playtime Is Different; The Playground Is Different With Baby,"The first series inspired by ""Mister Rogers Neighborhood,"" ""Daniel Tiger's Neighborhood"" features 4-year-old Daniel Tiger, son of the original program's Daniel Striped Tiger. Every day Daniel puts on his red sweater, ties his shoes, and invites a new generation of preschoolers into the Neighborhood of Make-Believe. Daniel shares his daily adventures with pals O the Owl, Katerina Kittycat, Prince Wednesday and Miss Elaina. With the help of Daniel and his friends, preschoolers have fun and learn practical skills necessary for growing and developing."
,9.1,2025-03-25,08:30:00,Rosie's Rules,#121,Rosie's Rules,#121,Rosie in the City; Rosie in the Country,Five-year-old Mexican American Rosie Fuentes learns how the world around her works in her suburban Texas community.
,9.1,2025-03-25,09:00:00,Sesame Street,#5418,Sesame Street,#5418,Tamir's Water Works,"A longtime favorite of children and adults, and a staple of PBS, ""Sesame Street"" bridges many cultural and educational gaps with a fun program. Big Bird leads a cast of characters teaching children numbers, colors and the alphabet. Bert and Ernie, Oscar the Grouch and Grover are just a few of the other creatures involved in this show, set on a city street full of valuable learning opportunities."
,9.1,2025-03-25,09:30:00,Work It Out Wombats!,#139,Work It Out Wombats!,,Ellie's Island; Zadie & Buckley's Playdate Problem,A playful trio of marsupial siblings look for interesting problems to solve in their Treeborhood.
,9.1,2025-03-25,10:00:00,Donkey Hodie,#133,Donkey Hodie,#133,Yodel Bird Sitting; Superhero Squabble,Donkey Hodie and her pals follow their dreams and work together to find creative solutions to everyday problems.
,9.1,2025-03-25,10:30:00,Pinkalicious & Peterrific,#115,Pinkalicious & Peterrific,#115,Sweet Pea Pixie; Pink Piper,"The creative adventures of Pinkalicious and her brother, Peter."
,9.1,2025-03-25,11:00:00,Elinor Wonders Why,#123,Elinor Wonders Why,#123,Burrowing Owl Girl; Olive's Tree,The adventures of an observant and curious bunny rabbit named Elinor and her friends Ari the bat and Olive the elephant.
